FID Sex Sample_ID POP_CODE POP_NAME SuperPOP_CODE
HG02814 female SAME1839837 GWD Gambian-Mand AFR
HG02816 male SAME1839822 GWD Gambian-Mand AFR
HG02817 female SAME1839819 GWD Gambian-Mand AFR
HG02819 male SAME1839804 GWD Gambian-Mand AFR
HG02820 female SAME1839591 GWD Gambian-Mand AFR
HG02836 male SAME1839428 GWD Gambian-Mand AFR
HG02837 female SAME1839422 GWD Gambian-Mand AFR
HG02839 male SAME1839413 GWD Gambian-Mand AFR
HG02840 female SAME1839475 GWD Gambian-Mand AFR
HG02851 male SAME1839352 GWD Gambian-Mand AFR
HG02852 female SAME1839346 GWD Gambian-Mand AFR
HG02854 male SAME1839336 GWD Gambian-Mand AFR
HG02855 female SAME1839330 GWD Gambian-Mand AFR
HG02860 male SAME1839132 GWD Gambian-Mand AFR
HG02861 female SAME1839125 GWD Gambian-Mand AFR
HG02870 female SAME1840320 GWD Gambian-Mand AFR
HG02878 male SAME1840363 GWD Gambian-Mand AFR
HG02879 female SAME1840355 GWD Gambian-Mand AFR
HG02881 male SAME1840178 GWD Gambian-Mand AFR
HG02882 female SAME1840171 GWD Gambian-Mand AFR
HG02884 male SAME1840161 GWD Gambian-Mand AFR
HG02885 female SAME1840157 GWD Gambian-Mand AFR
HG02887 male SAME1840147 GWD Gambian-Mand AFR
HG02888 female SAME1840139 GWD Gambian-Mand AFR
HG02890 male SAME1839947 GWD Gambian-Mand AFR
HG02891 female SAME1839938 GWD Gambian-Mand AFR
HG02895 male SAME1839918 GWD Gambian-Mand AFR
HG02896 female SAME1839916 GWD Gambian-Mand AFR
HG02922 female SAME1839441 ESN Esan AFR
HG02923 male SAME1839436 ESN Esan AFR
HG02938 male SAME1839284 ESN Esan AFR
HG02941 male SAME1839096 ESN Esan AFR
HG02943 female SAME1839085 ESN Esan AFR
HG02944 male SAME1839082 ESN Esan AFR
HG02946 female SAME1839068 ESN Esan AFR
HG02947 male SAME1839061 ESN Esan AFR
HG02952 female SAME1840275 ESN Esan AFR
HG02953 male SAME1840271 ESN Esan AFR
HG02968 male SAME1840108 ESN Esan AFR
HG02970 female SAME1840260 ESN Esan AFR
HG02971 male SAME1840255 ESN Esan AFR
HG02973 male SAME1840246 ESN Esan AFR
HG02974 female SAME1840241 ESN Esan AFR
HG02976 female SAME1840223 ESN Esan AFR
HG02977 male SAME1840221 ESN Esan AFR
HG02979 female SAME1840209 ESN Esan AFR
HG02981 male SAME1840024 ESN Esan AFR
HG02982 male SAME1840015 GWD Gambian-Mand AFR
HG02983 female SAME1840009 GWD Gambian-Mand AFR
HG03006 male SAME1840242 BEB Bengali SAS
HG03007 female SAME1840245 BEB Bengali SAS
HG03009 male SAME1840256 BEB Bengali SAS
HG03012 male SAME1839924 BEB Bengali SAS
HG03015 male SAME1839940 PJL Punjabi SAS
HG03016 female SAME1839952 PJL Punjabi SAS
HG03018 male SAME1840053 PJL Punjabi SAS
HG03019 female SAME1840060 PJL Punjabi SAS
HG03021 male SAME1839789 PJL Punjabi SAS
HG03022 female SAME1839795 PJL Punjabi SAS
HG03024 male SAME1839799 GWD Gambian-Mand AFR
HG03025 female SAME1839711 GWD Gambian-Mand AFR
HG03027 male SAME1839725 GWD Gambian-Mand AFR
HG03028 female SAME1839729 GWD Gambian-Mand AFR
HG03039 male SAME1839593 GWD Gambian-Mand AFR
HG03040 female SAME1839611 GWD Gambian-Mand AFR
HG03045 male SAME1839635 GWD Gambian-Mand AFR
HG03046 female SAME1839639 GWD Gambian-Mand AFR
HG03048 male SAME1839647 GWD Gambian-Mand AFR
HG03049 female SAME1839653 GWD Gambian-Mand AFR
HG03052 female SAME1839496 MSL Mende AFR
HG03054 male SAME1839507 MSL Mende AFR
HG03055 female SAME1839514 MSL Mende AFR
HG03057 male SAME1839434 MSL Mende AFR
HG03058 female SAME1839442 MSL Mende AFR
HG03060 male SAME1839211 MSL Mende AFR
HG03061 female SAME1839215 MSL Mende AFR
HG03063 male SAME1839226 MSL Mende AFR
HG03064 female SAME1839228 MSL Mende AFR
HG03066 male SAME1839324 MSL Mende AFR
HG03069 male SAME1839340 MSL Mende AFR
HG03072 male SAME1839016 MSL Mende AFR
HG03073 female SAME1839019 MSL Mende AFR
HG03074 male SAME1839029 MSL Mende AFR
HG03077 male SAME1839044 MSL Mende AFR
HG03078 male SAME1839047 MSL Mende AFR
HG03079 female SAME1839051 MSL Mende AFR
HG03081 male SAME1840310 MSL Mende AFR
HG03082 female SAME1840316 MSL Mende AFR
HG03084 male SAME1840324 MSL Mende AFR
HG03085 female SAME1840328 MSL Mende AFR
HG03086 female SAME1840331 MSL Mende AFR
HG03088 female SAME1840338 MSL Mende AFR
HG03091 female SAME1840360 MSL Mende AFR
HG03095 female SAME1840374 MSL Mende AFR
HG03096 male SAME1840126 MSL Mende AFR
HG03097 female SAME1840130 MSL Mende AFR
HG03099 female SAME1840146 ESN Esan AFR
HG03100 male SAME1840003 ESN Esan AFR
HG03103 male SAME1840022 ESN Esan AFR
HG03105 female SAME1840041 ESN Esan AFR
HG03108 female SAME1839760 ESN Esan AFR
HG03109 male SAME1839765 ESN Esan AFR
HG03111 female SAME1839884 ESN Esan AFR
HG03112 male SAME1839893 ESN Esan AFR
HG03114 female SAME1839907 ESN Esan AFR
HG03115 male SAME1839812 ESN Esan AFR
HG03117 female SAME1839821 ESN Esan AFR
HG03118 male SAME1839830 ESN Esan AFR
HG03120 male SAME1839557 ESN Esan AFR
HG03121 female SAME1839563 ESN Esan AFR
HG03123 female SAME1839663 ESN Esan AFR
HG03124 male SAME1839669 ESN Esan AFR
HG03126 female SAME1839683 ESN Esan AFR
HG03127 male SAME1839686 ESN Esan AFR
HG03129 female SAME1839699 ESN Esan AFR
HG03130 male SAME1839365 ESN Esan AFR
HG03132 female SAME1839373 ESN Esan AFR
HG03133 male SAME1839375 ESN Esan AFR
HG03135 female SAME1839385 ESN Esan AFR
HG03136 male SAME1839387 ESN Esan AFR
HG03139 male SAME1839468 ESN Esan AFR
HG03157 male SAME1839083 ESN Esan AFR
HG03159 female SAME1839092 ESN Esan AFR
HG03160 male SAME1839192 ESN Esan AFR
HG03162 female SAME1839112 ESN Esan AFR
HG03163 male SAME1839118 ESN Esan AFR
HG03166 male SAME1839127 ESN Esan AFR
HG03168 female SAME1839143 ESN Esan AFR
HG03169 male SAME1839148 ESN Esan AFR
HG03172 male SAME1840392 ESN Esan AFR
HG03175 male SAME1840407 ESN Esan AFR
HG03189 female SAME1840226 ESN Esan AFR
HG03190 male SAME1839984 ESN Esan AFR
HG03193 male SAME1839909 ESN Esan AFR
HG03195 female SAME1839919 ESN Esan AFR
HG03196 male SAME1839921 ESN Esan AFR
HG03198 female SAME1839933 ESN Esan AFR
HG03199 male SAME1839937 ESN Esan AFR
HG03202 male SAME1839602 ESN Esan AFR
HG03209 male SAME1839551 MSL Mende AFR
HG03212 female SAME1839399 MSL Mende AFR
HG03224 male SAME1839455 MSL Mende AFR
HG03225 male SAME1839460 MSL Mende AFR
HG03228 male SAME1839232 PJL Punjabi SAS
HG03229 female SAME1839234 PJL Punjabi SAS
HG03234 male SAME1839357 PJL Punjabi SAS
HG03235 female SAME1839360 PJL Punjabi SAS
HG03237 male SAME1839282 PJL Punjabi SAS
HG03238 female SAME1839289 PJL Punjabi SAS
HG03240 male SAME1839050 GWD Gambian-Mand AFR
HG03241 female SAME1839053 GWD Gambian-Mand AFR
HG03246 male SAME1839168 GWD Gambian-Mand AFR
HG03247 female SAME1839174 GWD Gambian-Mand AFR
HG03258 male SAME1840296 GWD Gambian-Mand AFR
HG03259 female SAME1840303 GWD Gambian-Mand AFR
HG03265 male SAME1840167 ESN Esan AFR
HG03267 female SAME1840088 ESN Esan AFR
HG03268 male SAME1840093 ESN Esan AFR
HG03270 female SAME1840194 ESN Esan AFR
HG03271 male SAME1840195 ESN Esan AFR
HG03279 female SAME1839972 ESN Esan AFR
HG03280 male SAME1840083 ESN Esan AFR
HG03291 female SAME1839861 ESN Esan AFR
HG03294 female SAME1839877 ESN Esan AFR
HG03295 male SAME1839881 ESN Esan AFR
HG03297 female SAME1839900 ESN Esan AFR
HG03298 male SAME1839903 ESN Esan AFR
HG03300 female SAME1839467 ESN Esan AFR
HG03301 male SAME1839472 ESN Esan AFR
HG03303 female SAME1839485 ESN Esan AFR
HG03304 male SAME1839490 ESN Esan AFR
HG03311 male SAME1839206 ESN Esan AFR
HG03313 male SAME1839213 ESN Esan AFR
HG03342 female SAME1840350 ESN Esan AFR
HG03343 male SAME1840354 ESN Esan AFR
HG03351 female SAME1840231 ESN Esan AFR
HG03352 male SAME1840243 ESN Esan AFR
HG03354 female SAME1840249 ESN Esan AFR
HG03363 female SAME1839957 ESN Esan AFR
HG03366 female SAME1840066 ESN Esan AFR
HG03367 male SAME1840068 ESN Esan AFR
HG03369 female SAME1840078 ESN Esan AFR
HG03370 male SAME1839800 ESN Esan AFR
HG03372 female SAME1839716 ESN Esan AFR
HG03376 male SAME1839736 MSL Mende AFR
HG03378 female SAME1839743 MSL Mende AFR
HG03380 female SAME1839569 MSL Mende AFR
HG03382 male SAME1839580 MSL Mende AFR
HG03385 male SAME1839594 MSL Mende AFR
HG03388 male SAME1839524 MSL Mende AFR
HG03391 male SAME1839636 MSL Mende AFR
HG03394 male SAME1839648 MSL Mende AFR
HG03397 male SAME1839400 MSL Mende AFR
HG03401 female SAME1839299 MSL Mende AFR
HG03410 female SAME1839182 MSL Mende AFR
HG03419 female SAME1839130 MSL Mende AFR
HG03428 female SAME1840409 MSL Mende AFR
HG03432 male SAME1840107 MSL Mende AFR
HG03433 male SAME1840110 MSL Mende AFR
HG03436 male SAME1840120 MSL Mende AFR
HG03437 female SAME1840123 MSL Mende AFR
HG03439 male SAME1840213 MSL Mende AFR
HG03442 male SAME1839979 MSL Mende AFR
HG03445 male SAME1839996 MSL Mende AFR
HG03446 female SAME1839911 MSL Mende AFR
HG03449 female SAME1839923 MSL Mende AFR
HG03451 male SAME1840043 MSL Mende AFR
HG03452 female SAME1840046 MSL Mende AFR
HG03455 female SAME1839766 MSL Mende AFR
HG03457 male SAME1839781 MSL Mende AFR
HG03458 female SAME1839786 MSL Mende AFR
HG03460 male SAME1839908 MSL Mende AFR
HG03461 female SAME1839808 MSL Mende AFR
HG03464 female SAME1839827 MSL Mende AFR
HG03469 male SAME1839850 MSL Mende AFR
HG03470 female SAME1839670 MSL Mende AFR
HG03472 male SAME1839678 MSL Mende AFR
HG03473 female SAME1839687 MSL Mende AFR
HG03476 female SAME1839702 MSL Mende AFR
HG03478 male SAME1839618 MSL Mende AFR
HG03479 female SAME1839623 MSL Mende AFR
HG03484 male SAME1839393 MSL Mende AFR
HG03485 female SAME1839469 MSL Mende AFR
HG03488 female SAME1839486 PJL Punjabi SAS
HG03490 male SAME1839259 PJL Punjabi SAS
HG03491 female SAME1839264 PJL Punjabi SAS
HG03499 female SAME1839219 ESN Esan AFR
HG03511 female SAME1840131 ESN Esan AFR
HG03514 female SAME1840150 ESN Esan AFR
HG03515 male SAME1840154 ESN Esan AFR
HG03517 female SAME1840163 ESN Esan AFR
HG03518 male SAME1840169 ESN Esan AFR
HG03520 female SAME1840186 ESN Esan AFR
HG03521 male SAME1840190 ESN Esan AFR
HG03538 male SAME1840007 GWD Gambian-Mand AFR
HG03539 female SAME1840014 GWD Gambian-Mand AFR
HG03547 male SAME1839878 MSL Mende AFR
HG03548 female SAME1839883 MSL Mende AFR
HG03556 male SAME1839553 MSL Mende AFR
HG03557 female SAME1839556 MSL Mende AFR
HG03558 female SAME1839561 MSL Mende AFR
HG03559 male SAME1839654 MSL Mende AFR
HG03563 female SAME1839421 MSL Mende AFR
HG03565 male SAME1839430 MSL Mende AFR
HG03567 female SAME1839364 MSL Mende AFR
HG03571 male SAME1839458 MSL Mende AFR
HG03572 female SAME1839463 MSL Mende AFR
HG03575 female SAME1839236 MSL Mende AFR
HG03577 male SAME1839242 MSL Mende AFR
HG03578 female SAME1839245 MSL Mende AFR
HG03583 female SAME1839283 MSL Mende AFR
HG03585 male SAME1839293 BEB Bengali SAS
HG03589 female SAME1839311 BEB Bengali SAS
HG03593 male SAME1839171 BEB Bengali SAS
HG03594 male SAME1839181 BEB Bengali SAS
HG03595 female SAME1839185 BEB Bengali SAS
HG03598 female SAME1839194 BEB Bengali SAS
HG03600 male SAME1840215 BEB Bengali SAS
HG03603 male SAME1840229 BEB Bengali SAS
HG03604 female SAME1840236 BEB Bengali SAS
HG03607 female SAME1840254 BEB Bengali SAS
HG03611 female SAME1839929 BEB Bengali SAS
HG03615 male SAME1839951 BEB Bengali SAS
HG03616 female SAME1839955 BEB Bengali SAS
HG03619 female SAME1840064 PJL Punjabi SAS
HG03624 male SAME1839709 PJL Punjabi SAS
HG03625 female SAME1839719 PJL Punjabi SAS
HG03629 male SAME1839738 PJL Punjabi SAS
HG03631 female SAME1839855 PJL Punjabi SAS
HG03634 female SAME1839575 PJL Punjabi SAS
HG03636 male SAME1839586 PJL Punjabi SAS
HG03640 female SAME1839621 PJL Punjabi SAS
HG03642 female SAME1839627 STU Sri-SAS SAS
HG03643 female SAME1839633 STU Sri-SAS SAS
HG03644 male SAME1839638 STU Sri-SAS SAS
HG03645 female SAME1839641 STU Sri-SAS SAS
HG03646 male SAME1839643 STU Sri-SAS SAS
HG03649 male SAME1839396 PJL Punjabi SAS
HG03652 male SAME1839505 PJL Punjabi SAS
HG03653 female SAME1839508 PJL Punjabi SAS
HG03660 male SAME1839218 PJL Punjabi SAS
HG03663 male SAME1839317 PJL Punjabi SAS
HG03667 male SAME1839331 PJL Punjabi SAS
HG03668 female SAME1839338 PJL Punjabi SAS
HG03672 male SAME1839020 STU Sri-SAS SAS
HG03673 female SAME1839030 STU Sri-SAS SAS
HG03679 male SAME1839055 STU Sri-SAS SAS
HG03680 male SAME1840311 STU Sri-SAS SAS
HG03681 male SAME1840321 STU Sri-SAS SAS
HG03684 female SAME1840329 STU Sri-SAS SAS
HG03685 male SAME1840333 STU Sri-SAS SAS
HG03686 male SAME1840335 STU Sri-SAS SAS
HG03687 male SAME1840337 STU Sri-SAS SAS
HG03689 female SAME1840268 STU Sri-SAS SAS
HG03690 female SAME1840365 STU Sri-SAS SAS
HG03691 male SAME1840366 STU Sri-SAS SAS
HG03692 female SAME1840371 STU Sri-SAS SAS
HG03693 male SAME1840372 STU Sri-SAS SAS
HG03694 male SAME1840375 STU Sri-SAS SAS
HG03695 male SAME1840128 STU Sri-SAS SAS
HG03696 male SAME1840135 STU Sri-SAS SAS
HG03697 male SAME1840137 STU Sri-SAS SAS
HG03698 female SAME1840145 STU Sri-SAS SAS
HG03702 male SAME1840029 PJL Punjabi SAS
HG03703 female SAME1840032 PJL Punjabi SAS
HG03705 male SAME1840051 PJL Punjabi SAS
HG03706 female SAME1839758 PJL Punjabi SAS
HG03708 male SAME1839773 PJL Punjabi SAS
HG03709 female SAME1839780 PJL Punjabi SAS
HG03711 male SAME1839894 STU Sri-SAS SAS
HG03713 male SAME1839807 ITU Indian SAS
HG03714 female SAME1839809 ITU Indian SAS
HG03716 male SAME1839825 ITU Indian SAS
HG03717 female SAME1839831 ITU Indian SAS
HG03718 male SAME1839834 ITU Indian SAS
HG03720 male SAME1839562 ITU Indian SAS
HG03722 female SAME1839664 ITU Indian SAS
HG03727 male SAME1839695 ITU Indian SAS
HG03729 male SAME1839701 ITU Indian SAS
HG03730 female SAME1839369 ITU Indian SAS
HG03731 female SAME1839372 ITU Indian SAS
HG03733 female SAME1839382 STU Sri-SAS SAS
HG03736 female SAME1839389 STU Sri-SAS SAS
HG03738 male SAME1839473 STU Sri-SAS SAS
HG03740 male SAME1839248 STU Sri-SAS SAS
HG03741 female SAME1839251 STU Sri-SAS SAS
HG03742 male SAME1839255 ITU Indian SAS
HG03743 male SAME1839261 STU Sri-SAS SAS
HG03744 male SAME1839265 STU Sri-SAS SAS
HG03745 male SAME1839195 STU Sri-SAS SAS
HG03746 male SAME1839200 STU Sri-SAS SAS
HG03750 male SAME1839309 STU Sri-SAS SAS
HG03752 female SAME1839314 STU Sri-SAS SAS
HG03753 male SAME1839062 STU Sri-SAS SAS
HG03754 female SAME1839073 STU Sri-SAS SAS
HG03755 male SAME1839074 STU Sri-SAS SAS
HG03756 female SAME1839080 STU Sri-SAS SAS
HG03757 female SAME1839089 STU Sri-SAS SAS
HG03760 female SAME1839105 STU Sri-SAS SAS
HG03762 female SAME1839119 PJL Punjabi SAS
HG03765 female SAME1839131 PJL Punjabi SAS
HG03767 male SAME1839141 PJL Punjabi SAS
HG03770 female SAME1840388 ITU Indian SAS
HG03771 male SAME1840393 ITU Indian SAS
HG03772 female SAME1840398 ITU Indian SAS
HG03773 male SAME1840406 ITU Indian SAS
HG03774 female SAME1840408 ITU Indian SAS
HG03775 male SAME1840413 ITU Indian SAS
HG03777 male SAME1840340 ITU Indian SAS
HG03778 male SAME1840344 ITU Indian SAS
HG03779 male SAME1840351 ITU Indian SAS
HG03780 female SAME1840112 ITU Indian SAS
HG03781 female SAME1840117 ITU Indian SAS
HG03782 female SAME1840119 ITU Indian SAS
HG03784 female SAME1840210 ITU Indian SAS
HG03785 male SAME1840212 ITU Indian SAS
HG03786 male SAME1840218 ITU Indian SAS
HG03787 female SAME1840224 ITU Indian SAS
HG03788 male SAME1840227 ITU Indian SAS
HG03789 female SAME1840237 ITU Indian SAS
HG03790 male SAME1839989 ITU Indian SAS
HG03792 male SAME1839912 ITU Indian SAS
HG03793 female SAME1839915 BEB Bengali SAS
HG03796 female SAME1839928 BEB Bengali SAS
HG03800 male SAME1839595 BEB Bengali SAS
HG03802 female SAME1839608 BEB Bengali SAS
HG03803 male SAME1839527 BEB Bengali SAS
HG03805 female SAME1839540 BEB Bengali SAS
HG03808 female SAME1839552 BEB Bengali SAS
HG03809 male SAME1839554 BEB Bengali SAS
HG03812 male SAME1839405 BEB Bengali SAS
HG03814 female SAME1839411 BEB Bengali SAS
HG03815 male SAME1839419 BEB Bengali SAS
HG03817 female SAME1839426 BEB Bengali SAS
HG03821 male SAME1839449 BEB Bengali SAS
HG03823 female SAME1839456 BEB Bengali SAS
HG03824 male SAME1839459 BEB Bengali SAS
HG03826 female SAME1839465 BEB Bengali SAS
HG03829 female SAME1839241 BEB Bengali SAS
HG03830 male SAME1839341 BEB Bengali SAS
HG03832 female SAME1839353 BEB Bengali SAS
HG03833 male SAME1839356 BEB Bengali SAS
HG03836 female SAME1839280 STU Sri-SAS SAS
HG03837 male SAME1839291 STU Sri-SAS SAS
HG03838 female SAME1839297 STU Sri-SAS SAS
HG03844 male SAME1839166 STU Sri-SAS SAS
HG03846 male SAME1839172 STU Sri-SAS SAS
HG03848 male SAME1839187 STU Sri-SAS SAS
HG03849 female SAME1839190 STU Sri-SAS SAS
HG03850 male SAME1840270 STU Sri-SAS SAS
HG03851 male SAME1840272 STU Sri-SAS SAS
HG03854 male SAME1840283 STU Sri-SAS SAS
HG03856 male SAME1840291 STU Sri-SAS SAS
HG03857 female SAME1840294 STU Sri-SAS SAS
HG03858 female SAME1840301 STU Sri-SAS SAS
HG03861 female SAME1840156 ITU Indian SAS
HG03862 female SAME1840158 ITU Indian SAS
HG03863 female SAME1840162 ITU Indian SAS
HG03864 male SAME1840170 ITU Indian SAS
HG03866 male SAME1840087 ITU Indian SAS
HG03867 male SAME1840095 ITU Indian SAS
HG03868 female SAME1840097 ITU Indian SAS
HG03869 male SAME1840104 ITU Indian SAS
HG03870 male SAME1840196 ITU Indian SAS
HG03871 male SAME1840200 ITU Indian SAS
HG03872 male SAME1840202 ITU Indian SAS
HG03873 female SAME1840205 ITU Indian SAS
HG03874 female SAME1839961 ITU Indian SAS
HG03875 male SAME1839965 ITU Indian SAS
HG03882 female SAME1839999 ITU Indian SAS
HG03884 female SAME1840005 STU Sri-SAS SAS
HG03885 male SAME1840013 STU Sri-SAS SAS
HG03886 female SAME1840021 STU Sri-SAS SAS
HG03887 male SAME1840028 STU Sri-SAS SAS
HG03888 female SAME1840039 STU Sri-SAS SAS
HG03890 male SAME1839864 STU Sri-SAS SAS
HG03894 female SAME1839885 STU Sri-SAS SAS
HG03895 female SAME1839888 STU Sri-SAS SAS
HG03896 male SAME1839898 STU Sri-SAS SAS
HG03897 female SAME1839906 STU Sri-SAS SAS
HG03898 female SAME1839806 STU Sri-SAS SAS
HG03899 male SAME1839814 STU Sri-SAS SAS
HG03900 male SAME1839476 STU Sri-SAS SAS
HG03902 male SAME1839484 BEB Bengali SAS
HG03905 male SAME1839503 BEB Bengali SAS
HG03907 female SAME1839517 BEB Bengali SAS
HG03908 male SAME1839522 BEB Bengali SAS
HG03910 female SAME1839205 BEB Bengali SAS
HG03911 male SAME1839212 BEB Bengali SAS
HG03913 female SAME1839216 BEB Bengali SAS
HG03914 male SAME1839224 BEB Bengali SAS
HG03916 female SAME1839316 BEB Bengali SAS
HG03917 male SAME1839323 BEB Bengali SAS
HG03919 female SAME1839329 BEB Bengali SAS
HG03920 male SAME1839093 BEB Bengali SAS
HG03922 female SAME1839103 BEB Bengali SAS
HG03925 female SAME1839025 BEB Bengali SAS
HG03926 male SAME1839033 BEB Bengali SAS
HG03928 female SAME1839042 BEB Bengali SAS
HG03931 female SAME1840305 BEB Bengali SAS
HG03934 female SAME1840318 BEB Bengali SAS
HG03937 female SAME1840330 BEB Bengali SAS
HG03940 female SAME1840346 BEB Bengali SAS
HG03941 male SAME1840353 BEB Bengali SAS
HG03943 male SAME1840361 STU Sri-SAS SAS
HG03944 female SAME1840368 STU Sri-SAS SAS
HG03945 female SAME1840369 STU Sri-SAS SAS
HG03947 female SAME1840378 STU Sri-SAS SAS
HG03949 female SAME1840132 STU Sri-SAS SAS
HG03950 male SAME1840233 STU Sri-SAS SAS
HG03951 female SAME1840239 STU Sri-SAS SAS
HG03953 male SAME1840252 STU Sri-SAS SAS
HG03955 female SAME1840181 STU Sri-SAS SAS
HG03960 male SAME1839945 ITU Indian SAS
HG03963 male SAME1840055 ITU Indian SAS
HG03965 male SAME1840063 ITU Indian SAS
HG03967 male SAME1840072 ITU Indian SAS
HG03968 female SAME1840077 ITU Indian SAS
HG03969 male SAME1840082 ITU Indian SAS
HG03971 male SAME1839718 ITU Indian SAS
HG03973 female SAME1839728 ITU Indian SAS
HG03974 male SAME1839735 ITU Indian SAS
HG03976 male SAME1839739 ITU Indian SAS
HG03977 female SAME1839746 ITU Indian SAS
HG03978 male SAME1839748 ITU Indian SAS
HG03985 male SAME1839601 STU Sri-SAS SAS
HG03986 female SAME1839605 STU Sri-SAS SAS
HG03989 female SAME1839532 STU Sri-SAS SAS
HG03990 male SAME1839637 STU Sri-SAS SAS
HG03991 male SAME1839640 STU Sri-SAS SAS
HG03995 female SAME1839395 STU Sri-SAS SAS
HG03998 male SAME1839408 STU Sri-SAS SAS
HG03999 male SAME1839416 STU Sri-SAS SAS
HG04001 female SAME1839752 ITU Indian SAS
HG04002 male SAME1839769 ITU Indian SAS
HG04003 male SAME1839775 STU Sri-SAS SAS
HG04006 male SAME1839787 STU Sri-SAS SAS
HG04014 female SAME1839844 ITU Indian SAS
HG04015 male SAME1839847 ITU Indian SAS
HG04017 male SAME1839851 ITU Indian SAS
HG04018 female SAME1839565 ITU Indian SAS
HG04019 male SAME1839572 ITU Indian SAS
HG04020 male SAME1839685 ITU Indian SAS
HG04022 male SAME1839691 ITU Indian SAS
HG04023 male SAME1839696 ITU Indian SAS
HG04025 female SAME1839614 ITU Indian SAS
HG04026 female SAME1839622 ITU Indian SAS
HG04029 female SAME1839630 STU Sri-SAS SAS
HG04033 male SAME1839466 STU Sri-SAS SAS
HG04035 female SAME1839487 STU Sri-SAS SAS
HG04038 female SAME1839499 STU Sri-SAS SAS
HG04039 male SAME1839506 STU Sri-SAS SAS
HG04042 female SAME1839203 STU Sri-SAS SAS
HG04047 female SAME1839221 STU Sri-SAS SAS
HG04054 female SAME1839094 ITU Indian SAS
HG04056 male SAME1839102 ITU Indian SAS
HG04059 female SAME1839031 ITU Indian SAS
HG04060 male SAME1839126 ITU Indian SAS
HG04061 male SAME1839140 ITU Indian SAS
HG04062 female SAME1839147 ITU Indian SAS
HG04063 female SAME1839155 ITU Indian SAS
HG04070 female SAME1840411 ITU Indian SAS
HG04075 female SAME1840359 STU Sri-SAS SAS
HG04076 female SAME1840358 ITU Indian SAS
HG04080 male SAME1840211 ITU Indian SAS
HG04090 female SAME1839927 ITU Indian SAS
HG04093 male SAME1839936 ITU Indian SAS
HG04094 male SAME1839953 ITU Indian SAS
HG04096 male SAME1840054 ITU Indian SAS
HG04098 male SAME1840059 ITU Indian SAS
HG04099 female SAME1840065 STU Sri-SAS SAS
HG04100 male SAME1839536 STU Sri-SAS SAS
HG04106 female SAME1839559 STU Sri-SAS SAS
HG04107 male SAME1839660 STU Sri-SAS SAS
HG04118 female SAME1839379 ITU Indian SAS
HG04131 male SAME1839279 BEB Bengali SAS
HG04134 male SAME1839303 BEB Bengali SAS
HG04140 male SAME1839173 BEB Bengali SAS
HG04141 female SAME1839178 BEB Bengali SAS
HG04144 female SAME1839189 BEB Bengali SAS
HG04146 male SAME1839108 BEB Bengali SAS
HG04152 male SAME1840300 BEB Bengali SAS
HG04153 female SAME1840299 BEB Bengali SAS
HG04155 male SAME1840381 BEB Bengali SAS
HG04156 female SAME1840389 BEB Bengali SAS
HG04158 male SAME1840400 BEB Bengali SAS
HG04159 female SAME1840399 BEB Bengali SAS
HG04161 male SAME1840092 BEB Bengali SAS
HG04162 female SAME1840098 BEB Bengali SAS
HG04164 male SAME1840102 BEB Bengali SAS
HG04171 female SAME1839968 BEB Bengali SAS
HG04173 male SAME1839977 BEB Bengali SAS
HG04176 male SAME1839986 BEB Bengali SAS
HG04177 female SAME1839992 BEB Bengali SAS
HG04180 female SAME1840012 BEB Bengali SAS
HG04182 male SAME1840036 BEB Bengali SAS
HG04183 female SAME1840044 BEB Bengali SAS
HG04185 male SAME1839756 BEB Bengali SAS
HG04186 female SAME1839753 BEB Bengali SAS
HG04188 male SAME1839771 BEB Bengali SAS
HG04189 female SAME1839783 BEB Bengali SAS
HG04194 male SAME1839818 BEB Bengali SAS
HG04195 female SAME1839823 BEB Bengali SAS
HG04198 male SAME1839835 ITU Indian SAS
HG04200 female SAME1839511 ITU Indian SAS
HG04202 female SAME1839519 ITU Indian SAS
HG04206 male SAME1839447 ITU Indian SAS
HG04209 female SAME1839452 ITU Indian SAS
HG04210 male SAME1839225 STU Sri-SAS SAS
HG04211 male SAME1839321 ITU Indian SAS
HG04212 female SAME1839325 ITU Indian SAS
HG04214 female SAME1839328 ITU Indian SAS
HG04216 female SAME1839339 ITU Indian SAS
HG04219 male SAME1839359 ITU Indian SAS
HG04222 male SAME1839040 ITU Indian SAS
HG04225 male SAME1839048 ITU Indian SAS
HG04227 female SAME1839056 STU Sri-SAS SAS
HG04229 male SAME1839165 STU Sri-SAS SAS
HG04235 male SAME1840263 ITU Indian SAS
HG04238 male SAME1840274 ITU Indian SAS
HG04239 male SAME1840281 ITU Indian SAS
NA06984 male SAME124763 CEU CEPH EUR
NA06985 female SAME124762 CEU CEPH EUR
NA06986 male SAME124764 CEU CEPH EUR
NA06989 female SAME124760 CEU CEPH EUR
NA06994 male SAME124931 CEU CEPH EUR
NA07000 female SAME124963 CEU CEPH EUR
NA07037 female SAME122862 CEU CEPH EUR
NA07048 male SAME124188 CEU CEPH EUR
NA07051 male SAME124378 CEU CEPH EUR
NA07056 female SAME124375 CEU CEPH EUR
NA07347 male SAME123572 CEU CEPH EUR
NA07357 male SAME123412 CEU CEPH EUR
NA10847 female SAME124757 CEU CEPH EUR
NA10851 male SAME125317 CEU CEPH EUR
NA11829 male SAME124761 CEU CEPH EUR
