FID Sex Sample_ID POP_CODE POP_NAME SuperPOP_CODE
NA19920 male SAME124713 ASW African-American AFR
NA19921 female SAME124712 ASW African-American AFR
NA19922 male SAME124711 ASW African-American AFR
NA19923 female SAME124710 ASW African-American AFR
NA19982 male SAME124293 ASW African-American AFR
NA19984 male SAME124287 ASW African-American AFR
NA20126 male SAME122885 ASW African-American AFR
NA20127 female SAME122884 ASW African-American AFR
NA20274 female SAME123615 ASW African-American AFR
NA20276 female SAME123614 ASW African-American AFR
NA20278 male SAME123617 ASW African-American AFR
NA20281 male SAME124584 ASW African-American AFR
NA20282 female SAME124583 ASW African-American AFR
NA20287 female SAME124580 ASW African-American AFR
NA20289 female SAME124579 ASW African-American AFR
NA20291 male SAME124373 ASW African-American AFR
NA20294 female SAME124776 ASW African-American AFR
NA20296 female SAME124380 ASW African-American AFR
NA20298 male SAME124382 ASW African-American AFR
NA20299 female SAME124381 ASW African-American AFR
NA20314 female SAME125304 ASW African-American AFR
NA20317 female SAME123943 ASW African-American AFR
NA20318 male SAME123802 ASW African-American AFR
NA20320 female SAME123997 ASW African-American AFR
NA20321 female SAME123996 ASW African-American AFR
NA20332 female SAME124198 ASW African-American AFR
NA20334 female SAME124196 ASW African-American AFR
NA20339 female SAME124201 ASW African-American AFR
NA20340 male SAME124400 ASW African-American AFR
NA20342 male SAME124398 ASW African-American AFR
NA20346 male SAME124402 ASW African-American AFR
NA20348 male SAME124407 ASW African-American AFR
NA20351 male SAME124596 ASW African-American AFR
NA20355 female SAME124597 ASW African-American AFR
NA20356 male SAME124598 ASW African-American AFR
NA20357 female SAME124599 ASW African-American AFR
NA20359 female SAME124601 ASW African-American AFR
NA20362 male SAME124788 ASW African-American AFR
NA20412 female SAME124002 ASW African-American AFR
NA20502 female SAME124358 TSI Tuscan EUR
NA20503 female SAME124357 TSI Tuscan EUR
NA20504 female SAME124360 TSI Tuscan EUR
NA20505 female SAME124359 TSI Tuscan EUR
NA20506 female SAME124362 TSI Tuscan EUR
NA20507 female SAME124361 TSI Tuscan EUR
NA20508 female SAME124355 TSI Tuscan EUR
NA20509 male SAME124354 TSI Tuscan EUR
NA20510 male SAME124562 TSI Tuscan EUR
NA20511 male SAME124563 TSI Tuscan EUR
NA20512 male SAME124560 TSI Tuscan EUR
NA20513 male SAME124561 TSI Tuscan EUR
NA20514 female SAME124558 TSI Tuscan EUR
NA20515 male SAME124559 TSI Tuscan EUR
NA20516 male SAME124556 TSI Tuscan EUR
NA20517 female SAME124557 TSI Tuscan EUR
NA20518 male SAME123178 TSI Tuscan EUR
NA20519 male SAME123179 TSI Tuscan EUR
NA20520 male SAME124019 TSI Tuscan EUR
NA20521 male SAME124018 TSI Tuscan EUR
NA20522 female SAME124017 TSI Tuscan EUR
NA20524 male SAME124016 TSI Tuscan EUR
NA20525 male SAME124015 TSI Tuscan EUR
NA20527 male SAME124013 TSI Tuscan EUR
NA20528 male SAME124012 TSI Tuscan EUR
NA20529 female SAME124011 TSI Tuscan EUR
NA20530 female SAME124169 TSI Tuscan EUR
NA20531 female SAME124170 TSI Tuscan EUR
NA20532 male SAME124171 TSI Tuscan EUR
NA20533 female SAME124172 TSI Tuscan EUR
NA20534 male SAME124165 TSI Tuscan EUR
NA20535 female SAME124166 TSI Tuscan EUR
NA20536 male SAME124167 TSI Tuscan EUR
NA20538 male SAME124163 TSI Tuscan EUR
NA20539 male SAME124164 TSI Tuscan EUR
NA20540 female SAME125148 TSI Tuscan EUR
NA20541 female SAME125147 TSI Tuscan EUR
NA20542 female SAME125150 TSI Tuscan EUR
NA20543 male SAME125149 TSI Tuscan EUR
NA20544 male SAME125146 TSI Tuscan EUR
NA20581 male SAME122859 TSI Tuscan EUR
NA20582 female SAME123474 TSI Tuscan EUR
NA20585 female SAME122861 TSI Tuscan EUR
NA20586 male SAME122864 TSI Tuscan EUR
NA20587 female SAME123481 TSI Tuscan EUR
NA20588 male SAME122866 TSI Tuscan EUR
NA20589 female SAME122865 TSI Tuscan EUR
NA20752 male SAME124177 TSI Tuscan EUR
NA20753 female SAME124178 TSI Tuscan EUR
NA20754 male SAME124173 TSI Tuscan EUR
NA20755 male SAME124174 TSI Tuscan EUR
NA20756 female SAME124175 TSI Tuscan EUR
NA20757 female SAME124176 TSI Tuscan EUR
NA20758 male SAME125117 TSI Tuscan EUR
NA20759 male SAME125094 TSI Tuscan EUR
NA20760 female SAME124364 TSI Tuscan EUR
NA20761 female SAME124363 TSI Tuscan EUR
NA20762 male SAME124744 TSI Tuscan EUR
NA20763 male SAME124365 TSI Tuscan EUR
NA20764 female SAME124368 TSI Tuscan EUR
NA20765 male SAME124367 TSI Tuscan EUR
NA20766 female SAME124370 TSI Tuscan EUR
NA20767 male SAME124369 TSI Tuscan EUR
NA20768 female SAME124372 TSI Tuscan EUR
NA20769 female SAME124371 TSI Tuscan EUR
NA20770 male SAME124576 TSI Tuscan EUR
NA20771 female SAME124577 TSI Tuscan EUR
NA20772 female SAME124574 TSI Tuscan EUR
NA20773 female SAME124575 TSI Tuscan EUR
NA20774 female SAME124572 TSI Tuscan EUR
NA20775 female SAME124573 TSI Tuscan EUR
NA20778 male SAME124571 TSI Tuscan EUR
NA20783 male SAME123607 TSI Tuscan EUR
NA20785 male SAME123611 TSI Tuscan EUR
NA20786 female SAME123610 TSI Tuscan EUR
NA20787 male SAME123609 TSI Tuscan EUR
NA20790 female SAME123815 TSI Tuscan EUR
NA20792 male SAME123817 TSI Tuscan EUR
NA20795 female SAME123818 TSI Tuscan EUR
NA20796 male SAME123819 TSI Tuscan EUR
NA20797 female SAME123820 TSI Tuscan EUR
NA20798 male SAME123821 TSI Tuscan EUR
NA20799 female SAME123822 TSI Tuscan EUR
NA20800 female SAME125364 TSI Tuscan EUR
NA20801 male SAME125365 TSI Tuscan EUR
NA20802 female SAME125366 TSI Tuscan EUR
NA20803 male SAME125367 TSI Tuscan EUR
NA20804 female SAME125224 TSI Tuscan EUR
NA20805 male SAME125361 TSI Tuscan EUR
NA20806 male SAME125362 TSI Tuscan EUR
NA20807 female SAME125363 TSI Tuscan EUR
NA20808 female SAME122813 TSI Tuscan EUR
NA20809 male SAME125359 TSI Tuscan EUR
NA20810 male SAME125192 TSI Tuscan EUR
NA20811 male SAME123069 TSI Tuscan EUR
NA20812 male SAME125190 TSI Tuscan EUR
NA20813 female SAME125189 TSI Tuscan EUR
NA20814 male SAME125188 TSI Tuscan EUR
NA20815 male SAME125187 TSI Tuscan EUR
NA20818 female SAME125184 TSI Tuscan EUR
NA20819 female SAME125183 TSI Tuscan EUR
NA20821 female SAME123075 TSI Tuscan EUR
NA20822 female SAME123073 TSI Tuscan EUR
NA20826 female SAME123070 TSI Tuscan EUR
NA20827 male SAME123071 TSI Tuscan EUR
NA20828 female SAME123076 TSI Tuscan EUR
NA20832 female SAME122894 TSI Tuscan EUR
NA20845 male SAME123430 GIH Gujarati SAS
NA20846 male SAME123431 GIH Gujarati SAS
NA20847 female SAME123432 GIH Gujarati SAS
NA20849 female SAME123433 GIH Gujarati SAS
NA20850 male SAME123246 GIH Gujarati SAS
NA20851 female SAME123245 GIH Gujarati SAS
NA20852 male SAME123244 GIH Gujarati SAS
NA20853 female SAME123243 GIH Gujarati SAS
NA20854 female SAME123248 GIH Gujarati SAS
NA20856 female SAME123247 GIH Gujarati SAS
NA20858 male SAME123207 GIH Gujarati SAS
NA20859 female SAME123249 GIH Gujarati SAS
NA20861 male SAME123807 GIH Gujarati SAS
NA20862 female SAME123804 GIH Gujarati SAS
NA20863 male SAME123805 GIH Gujarati SAS
NA20864 male SAME123944 GIH Gujarati SAS
NA20866 male SAME123808 GIH Gujarati SAS
NA20867 male SAME123809 GIH Gujarati SAS
NA20868 female SAME123800 GIH Gujarati SAS
NA20869 female SAME123801 GIH Gujarati SAS
NA20870 male SAME122839 GIH Gujarati SAS
NA20872 female SAME122842 GIH Gujarati SAS
NA20874 female SAME123597 GIH Gujarati SAS
NA20875 female SAME123596 GIH Gujarati SAS
NA20876 female SAME123599 GIH Gujarati SAS
NA20877 female SAME123598 GIH Gujarati SAS
NA20878 female SAME123595 GIH Gujarati SAS
NA20881 female SAME124531 GIH Gujarati SAS
NA20882 female SAME123882 GIH Gujarati SAS
NA20884 male SAME124514 GIH Gujarati SAS
NA20885 male SAME124525 GIH Gujarati SAS
NA20886 female SAME123878 GIH Gujarati SAS
NA20887 male SAME123879 GIH Gujarati SAS
NA20888 female SAME125258 GIH Gujarati SAS
NA20889 male SAME125305 GIH Gujarati SAS
NA20890 male SAME123671 GIH Gujarati SAS
NA20891 male SAME123670 GIH Gujarati SAS
NA20892 female SAME123109 GIH Gujarati SAS
NA20894 female SAME123667 GIH Gujarati SAS
NA20895 male SAME123666 GIH Gujarati SAS
NA20896 female SAME123665 GIH Gujarati SAS
NA20897 male SAME123664 GIH Gujarati SAS
NA20899 female SAME123140 GIH Gujarati SAS
NA20900 female SAME122920 GIH Gujarati SAS
NA20901 male SAME122919 GIH Gujarati SAS
NA20902 female SAME122922 GIH Gujarati SAS
NA20903 male SAME122921 GIH Gujarati SAS
NA20904 male SAME122916 GIH Gujarati SAS
NA20905 male SAME122915 GIH Gujarati SAS
NA20906 female SAME122918 GIH Gujarati SAS
NA20908 female SAME123777 GIH Gujarati SAS
NA20910 female SAME123100 GIH Gujarati SAS
NA20911 male SAME123101 GIH Gujarati SAS
NA21086 female SAME123139 GIH Gujarati SAS
NA21087 male SAME123138 GIH Gujarati SAS
NA21088 female SAME123143 GIH Gujarati SAS
NA21089 female SAME123142 GIH Gujarati SAS
NA21090 male SAME123320 GIH Gujarati SAS
NA21091 male SAME123321 GIH Gujarati SAS
NA21092 male SAME123322 GIH Gujarati SAS
NA21093 male SAME123323 GIH Gujarati SAS
NA21094 male SAME123317 GIH Gujarati SAS
NA21095 male SAME123318 GIH Gujarati SAS
NA21097 female SAME123319 GIH Gujarati SAS
NA21098 male SAME123324 GIH Gujarati SAS
NA21099 male SAME123325 GIH Gujarati SAS
NA21100 male SAME124440 GIH Gujarati SAS
NA21101 female SAME124441 GIH Gujarati SAS
NA21102 female SAME124438 GIH Gujarati SAS
NA21103 female SAME124439 GIH Gujarati SAS
NA21104 male SAME124436 GIH Gujarati SAS
NA21105 male SAME124437 GIH Gujarati SAS
NA21106 female SAME124434 GIH Gujarati SAS
NA21107 male SAME124435 GIH Gujarati SAS
NA21108 female SAME124442 GIH Gujarati SAS
NA21109 male SAME124443 GIH Gujarati SAS
NA21110 female SAME124180 GIH Gujarati SAS
NA21111 male SAME124179 GIH Gujarati SAS
NA21112 male SAME124182 GIH Gujarati SAS
NA21113 male SAME124181 GIH Gujarati SAS
NA21114 male SAME124184 GIH Gujarati SAS
NA21115 male SAME124183 GIH Gujarati SAS
NA21116 male SAME124186 GIH Gujarati SAS
NA21117 male SAME124185 GIH Gujarati SAS
NA21118 male SAME123585 GIH Gujarati SAS
NA21119 male SAME123584 GIH Gujarati SAS
NA21120 female SAME124028 GIH Gujarati SAS
NA21122 female SAME124030 GIH Gujarati SAS
NA21123 male SAME124031 GIH Gujarati SAS
NA21124 male SAME124024 GIH Gujarati SAS
NA21125 female SAME124025 GIH Gujarati SAS
NA21126 male SAME124026 GIH Gujarati SAS
NA21127 male SAME124027 GIH Gujarati SAS
NA21128 male SAME124022 GIH Gujarati SAS
NA21129 male SAME124023 GIH Gujarati SAS
NA21130 male SAME123834 GIH Gujarati SAS
NA21133 male SAME123831 GIH Gujarati SAS
NA21135 male SAME123829 GIH Gujarati SAS
NA21137 female SAME124038 GIH Gujarati SAS
NA21141 female SAME125205 GIH Gujarati SAS
NA21142 female SAME123344 GIH Gujarati SAS
NA21143 female SAME123359 GIH Gujarati SAS
NA21144 female SAME124511 GIH Gujarati SAS
